video;codec;resolution;width;bitrate [kb/s];nic;userDevice;cpu_model;encoded_segment_size [B];decoding_duration[s];average_cpu_utilization [%];energy_decode [wh];emission_decode_Austria_CI_157 [g];energy_NIC_LTE_TH_16_Mb/s [kWh];emission_NIC_LTE_TH_16_Austria_CI_157_[g];energy_NIC_LTE_TH_20_Mb/s [kWh];emission_NIC_LTE_TH_20_Austria_CI_157 [g];energy_NIC_LTE_TH_42_Mb/s [kWh];emission_NIC_LTE_TH_42_Austria_CI_157 [g];energy_NIC_LTE_TH_60_Mb/s [kWh];emission_NIC_LTE_TH_60_Austria_CI_157 [g]
Busy_City_s013;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3467656.0;2.16;7.375;4.425e-05;0.0069472499999999;2.711768362359016e-06;0.0004257476328903;2.2680011420444445e-06;0.0003560761793009;1.0916658120042328e-06;0.0001713915324846;7.708470856296297e-07;0.0001210229924438
Busy_City_s013;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4892783.0;3.46;8.3125;7.989236111110625e-05;0.0125431006944436;3.826242898167532e-06;0.0006007201350123;3.200097539022222e-06;0.0005024153136264;1.540315396525926e-06;0.0002418295172545;1.0876475394814814e-06;0.0001707606636985
Busy_City_s013;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10383487.0;8.36;8.25;0.0001915833333333;0.0300785833333281;8.120070600303527e-06;0.0012748510842476;6.791261986311111e-06;0.0010662281318508;3.268864549220106e-06;0.0005132117342275;2.3082107027407407e-06;0.0003623890803302
Busy_City_s014;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;82471.0;0.25;6.125;4.253472222222222e-06;0.0006677951388888;6.449378156660013e-08;1.012552370595622e-05;5.3939699377777785e-08;8.468532802311111e-06;2.596300532169312e-08;4.07619183550582e-06;1.833299785185185e-08;2.87828066274074e-06
Busy_City_s014;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;923323.0;0.55;6.6875;1.02170138888875e-05;0.0016040711805553;7.22054926912708e-07;0.0001133626235252;6.038942785777778e-07;9.481140173671111e-05;2.906747821978836e-07;4.563594080506773e-05;2.052512831851852e-07;3.222445146007408e-05
Busy_City_s014;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2015373.0;1.02;7.062499999999999;2.00104166666625e-05;0.003141635416666;1.5760573539453095e-06;0.0002474410045694;1.3181435141333332e-06;0.0002069485317189;6.344671451079365e-07;9.961134178194604e-05;4.480099535555557e-07;7.033756270822225e-05
Busy_City_s014;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3478068.0;2.06;7.875;4.50625e-05;0.0070748124999999;2.7199107306299403e-06;0.0004270259847089;2.2748110528000003e-06;0.0003571453352896;1.094943652838095e-06;0.0001719061534955;7.731616346666666e-07;0.0001213863766426
Busy_City_s014;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4941959.0;3.68;8.0625;8.24166666666625e-05;0.012939416666666;3.864699400481304e-06;0.0006067578058755;3.232260828622223e-06;0.0005074649500936;1.5557966778211638e-06;0.0002442600784179;1.098579182148148e-06;0.0001724769315972
Busy_City_s014;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10448415.0;7.58;9.125;0.0001921319444444;0.0301647152777708;8.17084544539521e-06;0.001282822734927;6.833727784e-06;0.001072895262088;3.289304776809524e-06;0.000516420849959;2.3226439566666664e-06;0.0003646551011966
Busy_City_s015;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;88055.0;0.27;6.0625;4.546875e-06;0.000713859375;6.886056839188292e-08;1.0811109237525618e-05;5.759188355555555e-08;9.041925718222222e-06;2.7720925338624343e-08;4.352185278164022e-06;1.957430037037037e-08;3.0731651581481483e-06
Busy_City_s015;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;959063.0;0.53;7.000000000000001;1.030555555555e-05;0.0016179722222213;7.500042394369927e-07;0.0001177506655916;6.272698270222223e-07;9.848136284248888e-05;3.0192622585925925e-07;4.74024174599037e-05;2.131961528148148e-07;3.347179599192592e-05
Busy_City_s015;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2059322.0;0.94;7.625;1.990972222221875e-05;0.0031258263888883;1.6104262497519627e-06;0.000252836921211;1.3468881134222222e-06;0.0002114614338072;6.483028948973545e-07;0.0001017835544988;4.577796534814817e-07;7.187140559659262e-05
Busy_City_s015;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3547024.0;2.09;7.75;4.499305555555e-05;0.0070639097222213;2.773835543008916e-06;0.0004354921802523;2.319911341511111e-06;0.0003642260806172;1.1166519502391534e-06;0.0001753143561875;7.884902980740741e-07;0.0001237929767976
Busy_City_s015;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4998036.0;3.38;8.4375;7.921875e-05;0.01243734375;3.908552606928543e-06;0.0006136427592877;3.268937678933333e-06;0.0005132232155925;1.5734504888507938e-06;0.0002470317267495;1.1110448915555555e-06;0.0001744340479742
Busy_City_s015;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10476409.0;7.76;8.75;0.0001886111111111;0.0296119444444427;8.192737248831271e-06;0.0012862597480665;6.8520371041777775e-06;0.0010757698253559;3.298117673112169e-06;0.0005178044746786;2.3288669191851853e-06;0.000365632106312
Busy_City_s016;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;80664.0;0.29;5.75;4.6319444444444445e-06;0.0007272152777777;6.308067558642716e-08;9.903666067069063e-06;5.275784106666668e-08;8.282981047466669e-06;2.5394136863492064e-08;3.986879487568254e-06;1.7931308444444443e-08;2.815215425777777e-06
Busy_City_s016;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;881584.0;0.49;7.5;1.020833333333125e-05;0.001602708333333;6.894142902184964e-07;0.0001082380435643;5.76595117511111e-07;9.052543344924442e-05;2.77534770810582e-07;4.357295901726138e-05;1.959728580740741e-07;3.0767738717629634e-05
Busy_City_s016;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1908880.0;0.98;7.3125;1.990624999999375e-05;0.003125281249999;1.4927779432388555e-06;0.0002343661370885;1.248492359111111e-06;0.0001960133003804;6.009416837248678e-07;9.434784434480423e-05;4.243369540740741e-07;6.662090178962963e-05
Busy_City_s016;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3293130.0;2.12;7.8125;4.600694444444375e-05;0.0072230902777776;2.5752859416087823e-06;0.0004043198928325;2.1538533813333333e-06;0.0003381549808693;1.0367226263174602e-06;0.0001627654523318;7.320506022222222e-07;0.0001149319445488
Busy_City_s016;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4674681.0;3.31;8.6875;7.987673611110625e-05;0.0125406475694436;3.655683274211976e-06;0.0005739422740512;3.0574491376e-06;0.0004800195146032;1.4716538865809522e-06;0.0002310496601932;1.0391642726666663e-06;0.0001631487908086
Busy_City_s016;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9903787.0;7.92;8.4375;0.000185625;0.029143125;7.744936710602929e-06;0.0012159550635646;6.47751686631111e-06;0.0010169701480108;3.117848390172487e-06;0.000489502197257;2.2015751694074074e-06;0.0003456473015969
Busy_City_s017;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;79102.0;0.24;6.1875;4.125e-06;0.000647625;6.185916394224884e-08;9.711888738933068e-06;5.1736223644444453e-08;8.12258711217778e-06;2.4902397775661376e-08;3.909676450778836e-06;1.7584081629629626e-08;2.7607008158518515e-06
Busy_City_s017;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;844945.0;0.55;6.4375;9.83506944444375e-06;0.0015441059027776;6.607619437837658e-07;0.000103739625174;5.52631583111111e-07;8.676315854844443e-05;2.660003095820106e-07;4.176204860437567e-05;1.878281440740741e-07;2.948901861962964e-05
Busy_City_s017;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1873395.0;0.98;6.75;1.8375e-05;0.002884875;1.465028045227545e-06;0.0002300094031007;1.225283592e-06;0.000192369523944;5.897705175714286e-07;9.259397125871428e-05;4.1644877e-07;6.538245689e-05
Busy_City_s017;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3302620.0;2.16;7.4375;4.4625e-05;0.007006125;2.582707289562209e-06;0.0004054850444612;2.160060263111111e-06;0.0003391294613084;1.0397102088677248e-06;0.0001632345027922;7.341601940740741e-07;0.0001152631504696
Busy_City_s017;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4710586.0;3.7;7.9375;8.157986111110625e-05;0.0128080381944436;3.683761619656421e-06;0.000578350574286;3.080932603377778e-06;0.0004837064187303;1.4829572745121691e-06;0.0002328242920984;1.047145821185185e-06;0.000164401893926
Busy_City_s017;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10199102.0;7.82;8.4375;0.00018328125;0.02877515625;7.975878267069326e-06;0.0012522128879298;6.670666001422222e-06;0.0010472945622232;3.210817614706878e-06;0.0005040983655089;2.267222600148148e-06;0.0003559539482232
Busy_City_s018;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;85441.0;0.24;6.3125;4.208333333333333e-06;0.0006607083333333;6.68163741294744e-08;1.049017073832748e-05;5.5882211377777794e-08;8.773507186311113e-06;2.6898002178835983e-08;4.222986342077249e-06;1.8993217851851853e-08;2.981935202740741e-06
Busy_City_s018;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1041040.0;0.55;6.6875;1.02170138888875e-05;0.0016040711805553;8.141117042608118e-07;0.0001278155375689;6.808864284444445e-07;0.0001068991692657;3.277337131851851e-07;5.145419297007406e-05;2.314193362962963e-07;3.633283579851852e-05
Busy_City_s018;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2244134.0;1.1;6.875000000000001;2.100694444444375e-05;0.0032980902777776;1.7549525045431804e-06;0.0002755275432132;1.4677633752888888e-06;0.0002304388499203;7.064842548846561e-07;0.0001109180280168;4.988626765925926e-07;7.832144022503704e-05
Busy_City_s018;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3787085.0;2.27;7.249999999999999;4.5715277777775e-05;0.0071772986111106;2.96156749359348e-06;0.0004649660964941;2.476921904888889e-06;0.0003888767390675;1.1922264554656084e-06;0.0001871795535081;8.418549692592593e-07;0.0001321712301737
Busy_City_s018;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5273276.0;3.68;7.375;7.53888888888875e-05;0.0118360555555553;4.1237951581088495e-06;0.000647435839823;3.448956871822222e-06;0.000541486228876;1.6600998272211642e-06;0.0002606356728737;1.1722297241481482e-06;0.0001840400666912
Busy_City_s018;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10748780.0;7.5;8.5625;0.0001783854166666;0.0280065104166561;8.405736191236194e-06;0.001319700582024;7.030179843555556e-06;0.0011037382354382;3.383863810814815e-06;0.0005312666182979;2.3894139837037035e-06;0.0003751379954414
Busy_City_s019;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;75231.0;0.26;5.625;4.0625e-06;0.0006378124999999;5.8831973433532944e-08;9.236619829064672e-06;4.92044176e-08;7.7250935632e-06;2.3683753723809525e-08;3.718349334638096e-06;1.6723572666666665e-08;2.6256009086666664e-06
Busy_City_s019;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;885297.0;0.54;6.25;9.375e-06;0.0014718749999999;6.923179219309381e-07;0.0001086939137431;5.790235845333333e-07;9.090670277173332e-05;2.787036742888889e-07;4.375647686335556e-05;1.967982442222223e-07;3.08973243428889e-05
Busy_City_s019;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1915231.0;0.91;6.937500000000001;1.753645833333125e-05;0.002753223958333;1.4977445376384563e-06;0.0002351458924092;1.2526461953777778e-06;0.0001966654526743;6.029410658931218e-07;9.466174734522013e-05;4.257487578518518e-07;6.684255498274073e-05
Busy_City_s019;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3311426.0;1.97;7.5625;4.138368055555e-05;0.0064972378472213;2.5895937374102462e-06;0.0004065662167734;2.165819778488889e-06;0.0003400337052227;1.0424824588084655e-06;0.0001636697460329;7.361177352592592e-07;0.0001155704844357
Busy_City_s019;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4689316.0;3.65;7.249999999999999;7.350694444444375e-05;0.0115405902777776;3.6671281032212895e-06;0.0005757391122057;3.0670210780444443e-06;0.0004815223092529;1.4762611859089943e-06;0.0002317730061877;1.0424175789629627e-06;0.0001636595598971
Busy_City_s019;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10064088.0;8.15;8.0625;0.0001825260416666;0.0286565885416562;7.870294929600001e-06;0.0012356363039472;6.5823608448e-06;0.0010334306526336;3.168313350171429e-06;0.0004974251959769;2.237209488e-06;0.000351241889616
Busy_City_s020;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;92509.0;0.34;4.25;4.01388888888889e-06;0.0006301805555555;7.234367521849637e-08;1.1357957009303931e-05;6.050499751111113e-08;9.499284609244448e-06;2.912310581058201e-08;4.572327612261375e-06;2.056440807407408e-08;3.2286120676296302e-06
Busy_City_s020;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1007200.0;0.53;6.875000000000001;1.0121527777775e-05;0.0015890798611106;7.876482253626081e-07;0.0001236607713819;6.587535644444444e-07;0.0001034243096177;3.170804156613757e-07;4.978162525883599e-05;2.238968296296297e-07;3.515180225185187e-05
Busy_City_s020;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2138707.0;1.0;7.187499999999999;1.9965277777775e-05;0.0031345486111106;1.672506724702728e-06;0.0002625835557783;1.3988094316444443e-06;0.0002196130807681;6.732943849661376e-07;0.0001057072184396;4.75426644962963e-07;7.464198325918519e-05
Busy_City_s020;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3676555.0;2.18;7.4375;4.503819444444375e-05;0.0070709965277776;2.8751310774404527e-06;0.0004513955791581;2.404630372444445e-06;0.0003775269684737;1.1574300909470898e-06;0.0001817165242786;8.172845596296295e-07;0.0001283136758618
Busy_City_s020;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5185750.0;3.36;8.5625;7.99166666666625e-05;0.012546916666666;4.055348277079175e-06;0.0006366896795014;3.3917109777777782e-06;0.0005324986235111;1.6325454383597884e-06;0.0002563096338224;1.1527730185185186e-06;0.0001809853639074
Busy_City_s020;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10807399.0;8.21;8.375;0.0001909965277777;0.0299864548610989;8.451577286671592e-06;0.0013268976340074;7.068519274844444e-06;0.0011097575261505;3.4023178784137564e-06;0.0005341639069109;2.4024447702962964e-06;0.0003771838289365
Busy_City_s021;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;71659.0;0.26;5.8125;4.197916666666667e-06;0.0006590729166666;5.6038606216500334e-08;8.798061175990552e-06;4.6868170844444455e-08;7.35830282257778e-06;2.2559238985185186e-08;3.5418005206740742e-06;1.5929530296296294e-08;2.5009362565185183e-06
Busy_City_s021;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;769322.0;0.53;6.375;9.3854166666625e-06;0.001473510416666;6.016234194126413e-07;9.445487684778468e-05;5.031707800888889e-07;7.899781247395556e-05;2.4219314886560844e-07;3.802432437190053e-05;1.710174312592593e-07;2.6849736707703708e-05
Busy_City_s021;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1700995.0;0.89;7.187499999999999;1.776909722221875e-05;0.0027897482638883;1.330208194103127e-06;0.0002088426864741;1.1125263297777777e-06;0.0001746666337751;5.354966259312169e-07;8.407297027120106e-05;3.781248885185186e-07;5.936560749740742e-05
Busy_City_s021;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2977690.0;1.98;7.5;4.125e-05;0.00647625;2.3286062789713907e-06;0.0003655911857985;1.947541601777778e-06;0.0003057640314791;9.374177749312168e-07;0.0001471745906642;6.619294585185185e-07;0.0001039229249874
Busy_City_s021;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4225810.0;3.72;7.249999999999999;7.49166666666625e-05;0.011761916666666;3.304658208121092e-06;0.000518831338675;2.7638675537777777e-06;0.0004339272059431;1.3303431208359789e-06;0.0002088638699712;9.39381911851852e-07;0.0001474829601607
Busy_City_s021;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9124534.0;7.81;8.1875;0.0001776232638888;0.0278868524305416;7.13554707343207e-06;0.0011202808905288;5.967850770844444e-06;0.0009369525710225;2.872528825889948e-06;0.0004509870256647;2.0283501136296294e-06;0.0003184509678398
Busy_City_s022;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;66759.0;0.25;5.5;3.819444444444444e-06;0.0005996527777777;5.220671949660679e-08;8.196454960967267e-06;4.366335306666668e-08;6.85514643146667e-06;2.1016651577777783e-08;3.299614297711112e-06;1.4840278444444444e-08;2.329923715777778e-06
Busy_City_s022;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;822871.0;0.48;6.125;8.1666666666625e-06;0.001282166666666;6.434996851194944e-07;0.0001010294505637;5.381942060444445e-07;8.449649034897778e-05;2.5905111071851855e-07;4.067102438280741e-05;1.8292117562962969e-07;2.871862457385186e-05
Busy_City_s022;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1841165.0;0.88;6.3125;1.543055555555e-05;0.0024225972222213;1.4398236148230205e-06;0.0002260523075272;1.2042037395555555e-06;0.0001890599871102;5.796240701957672e-07;9.100097902073546e-05;4.092841603703704e-07;6.425761317814815e-05
Busy_City_s022;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3237578.0;2.12;7.000000000000001;4.122222222221875e-05;0.0064718888888883;2.531843294452961e-06;0.0003974993972291;2.1175199043555555e-06;0.0003324506249838;1.0192340925100529e-06;0.000160019752524;7.197015983703703e-07;0.0001129931509441
Busy_City_s022;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4610481.0;3.21;7.5625;6.74322916666625e-05;0.010586869791666;3.605477738004392e-06;0.0005660600048666;3.015459484266667e-06;0.0004734271390298;1.451442843406349e-06;0.0002278765264147;1.0248928504444444e-06;0.0001609081775197
Busy_City_s022;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9923087.0;7.32;8.1875;0.0001664791666666;0.0261372291666562;7.76002965217312e-06;0.0012183246553911;6.490139924088889e-06;0.0010189519680819;3.1239242956751327e-06;0.0004904561144209;2.2058654879259258e-06;0.0003463208816043
Busy_City_s023;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;62713.0;0.24;6.0625;4.041666666666666e-06;0.0006345416666666;4.904267589075184e-08;7.699700114848039e-06;4.101708924444445e-08;6.439683011377779e-06;1.974291511851852e-08;3.099637673607408e-06;1.3940867629629627e-08;2.1887162178518515e-06
Busy_City_s023;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;669528.0;0.48;6.125;8.1666666666625e-06;0.001282166666666;5.235827452646707e-07;8.220249100655331e-05;4.379010688e-07;6.87504678016e-05;2.107766248380952e-07;3.309193009958095e-05;1.4883359466666668e-07;2.336687436266667e-05
Busy_City_s023;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1520661.0;0.82;6.875000000000001;1.565972222221875e-05;0.0024585763888883;1.1891838145632734e-06;0.0001867018588864;9.945798789333334e-07;0.0001561490409925;4.787250019460317e-07;7.515982530552698e-05;3.380373082222222e-07;5.307185739088889e-05
Busy_City_s023;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2707167.0;1.8;7.375;3.6875e-05;0.005789375;2.117052505272256e-06;0.0003323772433277;1.7706075365333335e-06;0.0002779853832357;8.522534130507937e-07;0.0001338037858489;6.017931975555555e-07;9.44815320162222e-05
Busy_City_s023;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3887489.0;3.45;6.75;6.46875e-05;0.0101559374999999;3.0400851985371923e-06;0.0004772933761703;2.542590583288889e-06;0.0003991867215763;1.223835015884656e-06;0.0001921420974938;8.641744065925927e-07;0.000135675381835
Busy_City_s023;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;8700533.0;7.2;7.875;0.0001575;0.0247275;6.803970787488888e-06;0.0010682234136357;5.690535272355556e-06;0.0008934140377598;2.7390474782719577e-06;0.0004300304540886;1.934096261703704e-06;0.0003036531130874
Busy_City_s024;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;67657.0;0.26;5.5625;4.017361111111111e-06;0.0006307256944444;5.2908971389354644e-08;8.306708508128678e-06;4.4250684977777785e-08;6.947357541511112e-06;2.1299354331216933e-08;3.3439986300010584e-06;1.5039900518518517e-08;2.361264381407407e-06
Busy_City_s024;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;793041.0;0.49;5.9375;8.08159722221875e-06;0.0012688107638883;6.2017209719002e-07;9.736701925883314e-05;5.186840602666666e-07;8.143339746186666e-05;2.4966021635873017e-07;3.919665396832064e-05;1.7629007711111112e-07;2.7677542106444447e-05
Busy_City_s024;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1803711.0;0.92;6.0625;1.549305555555e-05;0.0024324097222213;1.410533923964471e-06;0.0002214538260624;1.1797071589333334e-06;0.0001852140239525;5.678330357555556e-07;8.914978661362223e-05;4.009582748888889e-07;6.295044915755556e-05
Busy_City_s024;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3187126.0;1.93;6.6875;3.585243055555e-05;0.0056288315972213;2.49238893755662e-06;0.0003913050631963;2.0845220540444445e-06;0.0003272699624849;1.0033511088613756e-06;0.0001575261240912;7.084863056296296e-07;0.0001112323499838
Busy_City_s024;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4547790.0;3.39;6.812500000000001;6.41510416666625e-05;0.010071713541666;3.556452266502994e-06;0.0005583630058409;2.9744567840000004e-06;0.000466989715088;1.4317068541904762e-06;0.0002247779761079;1.0109568733333334e-06;0.0001587202291133
Busy_City_s024;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9825724.0;7.14;7.8125;0.0001549479166666;0.0243268229166562;7.683890063048835e-06;0.0012063707398986;6.426460194844445e-06;0.0010089542505905;3.093273083889947e-06;0.0004856438741707;2.1842220536296293e-06;0.0003429228624198
CampfireParty_s000;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;92884.0;0.26;5.875;4.243055555555555e-06;0.0006661597222222;7.26369318552229e-08;1.1403998301269996e-05;6.075026417777778e-08;9.537791475911112e-06;2.9241160969312174e-08;4.590862272182011e-06;2.0647769185185185e-08;3.241699762074074e-06
CampfireParty_s000;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;968376.0;0.54;6.875000000000001;1.03125e-05;0.0016190625;7.572871702578842e-07;0.0001188940857304;6.333609429333334e-07;9.943766804053334e-05;3.048580863746031e-07;4.786271956081269e-05;2.1526639822222225e-07;3.3796824520888895e-05
CampfireParty_s000;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2090308.0;1.02;7.5;2.125e-05;0.00333625;1.634657850140253e-06;0.000256641282472;1.367154334577778e-06;0.0002146432305287;6.580577139597884e-07;0.0001033150610916;4.646677265185185e-07;7.29528330634074e-05
CampfireParty_s000;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3747112.0;2.2;7.625;4.659722222221875e-05;0.0073157638888883;2.930307900153826e-06;0.0004600583403241;2.450777786311112e-06;0.0003847721124508;1.1796424051724867e-06;0.000185203857612;8.329691194074074e-07;0.0001307761517469
CampfireParty_s000;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5583056.0;3.77;8.0625;8.44322916666625e-05;0.013255869791666;4.366048600575915e-06;0.0006854696302904;3.651566759822222e-06;0.000573295981292;1.7576228327449737e-06;0.0002759467847409;1.2410926708148147e-06;0.0001948515493179
CampfireParty_s000;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;16995872.0;8.04;8.6875;0.0001940208333333;0.0304612708333281;1.3291072695879708e-05;0.0020866984132531;1.1116055660088888e-05;0.0017452207386339;5.3505343112465615e-06;0.0008400338868657;3.7781193979259263e-06;0.0005931647454743
CampfireParty_s001;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;100219.0;0.26;6.125;4.423611111111111e-06;0.0006945069444444;7.837303166959417e-08;1.2304565972126285e-05;6.554768017777778e-08;1.029098578791111e-05;3.1550319874074084e-08;4.953400220229631e-06;2.227831251851852e-08;3.497695065407408e-06
CampfireParty_s001;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1050026.0;0.76;5.1875;1.09513888888875e-05;0.0017193680555553;8.211389152944778e-07;0.0001289188097012;6.867636718222223e-07;0.000107821896476;3.305626296021164e-07;5.189833284753228e-05;2.334168908148149e-07;3.6646451857925935e-05
CampfireParty_s001;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2245147.0;0.98;7.625;2.075694444444375e-05;0.0032588402777776;1.7557446884711912e-06;0.0002756519160899;1.4684259223111112e-06;0.0002305428698028;7.068031612201058e-07;0.0001109680963115;4.990878627407408e-07;7.835679445029631e-05
CampfireParty_s001;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3935793.0;1.86;9.375;4.84375e-05;0.0076046874999999;3.077859781418364e-06;0.0004832239856826;2.574183546133333e-06;0.0004041468167429;1.239041779584127e-06;0.0001945295593947;8.74912206888889e-07;0.0001373612164815
